Date	0
2021-01-05	-0.5339780723437428
2021-01-06	0.525945757561729
2021-01-07	1.053554406570072
2021-01-08	0.8387549265142127
2021-01-11	0.2771795594160693
2021-01-12	-0.0001761483944306974
2021-01-13	0.5474922636650632
2021-01-14	0.6414241153548232
2021-01-15	0.17886626068532507
2021-01-18	0.10912408432604082
2021-01-19	-0.011856268326638997
2021-01-20	0.6696461083377727
2021-01-21	0.5687541117360411
2021-01-22	0.21629022699521272
2021-01-25	-0.37006279106476825
2021-01-26	0.23352323539515396
2021-01-27	-0.46417144769900176
2021-01-28	-0.2093871472203972
2021-01-29	-1.0032450262493455
2021-02-01	-0.48806377533688305
2021-02-02	0.07091160041954936
2021-02-03	0.4156474258493148
2021-02-04	0.9038876794116675
2021-02-05	0.9334437982737427
2021-02-08	0.793757053266404
2021-02-09	0.6476133675669331
2021-02-10	0.4992029394073967
2021-02-11	0.43021915087444995
2021-02-12	0.4119695869580653
2021-02-15	0.8804458976110965
2021-02-16	0.6400114636273599
2021-02-17	0.5482587300268449
2021-02-18	0.2676098876709858
2021-02-19	0.6932423482284236
2021-02-22	0.5954117789080016
2021-02-23	0.20431663455065063
2021-02-24	0.7773642674987258
2021-02-25	0.17127402565751026
2021-02-26	-0.18674248587821296
2021-03-01	0.5952887776260525
2021-03-02	0.76072488011431
2021-03-03	0.9838853449277707
2021-03-04	1.2025318988221585
2021-03-05	1.092288316556079
2021-03-08	2.5509059393829006
2021-03-09	2.7028516310585076
2021-03-10	3.9381525164134956
2021-03-11	3.1893629776748753
2021-03-12	3.3286416938449293
2021-03-15	3.199981640743644
2021-03-16	3.37989271246164
2021-03-17	4.06915807587869
2021-03-18	4.652547247904451
2021-03-19	3.7315211262265393
2021-03-22	3.9183555720604346
2021-03-23	4.344810524631811
2021-03-24	4.350309273913751
2021-03-25	4.906851808452274
2021-03-26	4.935803571171448
2021-03-29	5.659804461385093
2021-03-30	6.35997413368645
